"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006739","BP","GO:0006739","NADP metabolic process","11/1639","43/18903",0.000857017447477792,0.0244582794840871,0.0206656378878268,"NQO1/FMO2/PC/TKT/DCXR/IDH2/PGD/RBKS/TIGAR/TP53I3/NUDT17",11
"GO:0051984","BP","GO:0051984","positive regulation of chromosome segregation","8/1639","25/18903",0.000886095807746837,0.0251659770712254,0.0212635958136655,"NCAPH/NCAPG/AURKB/BIRC5/CDCA8/NCAPG2/RAD18/SMC4",8
"GO:0050770","BP","GO:0050770","regulation of axonogenesis","26/1639","156/18903",0.000906441960149779,0.0256200590563488,0.0216472652325243,"FSTL4/CDH4/XK/VEGFA/SEMA4B/PAK3/L1CAM/ARHGAP4/RTN4/MAP2K1/SEMA5A/CDH1/SEMA7A/PLXND1/SEMA4C/PLXNA1/NTN1/PLXNB1/SEMA4A/CYFIP1/MAP6/PTPRS/PLXNB3/SEMA5B/TIAM1/DCC",26
"GO:0006734","BP","GO:0006734","NADH metabolic process","10/1639","37/18903",0.000920375457390812,0.0258894129856487,0.0218748515911722,"NQO1/GPD2/PC/ENO3/TIGAR/PCK2/PFKP/NUDT17/GPD1/HK3",10
"GO:0055117","BP","GO:0055117","regulation of cardiac muscle contraction","16/1639","78/18903",0.000927829555706029,0.0259748093237893,0.0219470058815877,"ACE2/KCNQ1/RGS2/PDE4B/ATP1B1/DSP/CAMK2D/P2RX4/DSG2/HRC/CACNA1C/SLC9A1/SCN5A/DSC2/ATP1A2/HCN4",16
"GO:0002066","BP","GO:0002066","columnar/cuboidal epithelial cell development","12/1639","50/18903",0.000937358420075951,0.0259940101491817,0.0219632293164767,"ROS1/IL6ST/BAD/C1GALT1/PDPK1/TIGAR/BMP6/BMP4/SRC/SMO/FASN/PGR",12
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","12/1639","50/18903",0.000937358420075951,0.0259940101491817,0.0219632293164767,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/GEN1",12
"GO:0060560","BP","GO:0060560","developmental growth involved in morphogenesis","35/1639","233/18903",0.000959865263959333,0.0264654691168707,0.0223615811429643,"WNT11/FLRT3/NRCAM/FSTL4/RDH10/CDH4/VEGFA/SEMA4B/L1CAM/ALCAM/AURKA/CXCR4/ARHGAP4/RTN4/SEMA5A/RAPH1/CDH1/SEMA7A/BMP4/PTK7/SEMA4C/PLXNA1/NTN1/SEMA4A/CYFIP1/FMN1/SYT17/PTPRS/ESR1/RIMS1/SALL1/CYFIP2/AUTS2/SEMA5B/DCC",35
"GO:1901607","BP","GO:1901607","alpha-amino acid biosynthetic process","15/1639","71/18903",0.000963463844947883,0.0264654691168707,0.0223615811429643,"CTH/OAT/ASS1/PHGDH/PSAT1/SHMT2/PCBD2/GOT1/GLUL/ASNSD1/SERINC3/ATP2B4/BCAT2/PLOD2/AASS",15
"GO:0042060","BP","GO:0042060","wound healing","58/1639","442/18903",0.000967864579031671,0.0264654691168707,0.0223615811429643,"FGG/FGB/ITGB6/VIL1/CLDN1/TXK/COMP/VEGFA/ABAT/PLAUR/IL6ST/TIMP1/PLAT/EPB41L4B/ITPK1/VAV3/CXCR4/KDR/CCN4/CLIC1/SDC4/PPARG/F11R/F3/PDPN/NOTCH4/ANXA5/CD9/HPS5/HMOX1/PLA2G4A/LMAN1/CD109/PROS1/TGFB3/AJUBA/NFE2L2/SRC/DSP/CHMP4B/GNA12/PTK7/FOXA2/DGKA/FZD7/VAV2/DGKE/DGKZ/PRKG1/NOTCH2/PRKCA/UBASH3B/RREB1/SERPINA1/ARHGEF19/HPSE/DGKG/CTSG",58
"GO:0090175","BP","GO:0090175","regulation of establishment of planar polarity","13/1639","57/18903",0.000975999300910452,0.0265643513428359,0.0224451301218149,"DKK1/WNT11/ROR2/FZD1/PKHD1/MKS1/PTK7/FZD7/ZNRF3/ARHGEF19/DACT1/TIAM1/VANGL2",13
"GO:0030038","BP","GO:0030038","contractile actin filament bundle assembly","20/1639","109/18903",0.00102197768624071,0.0273873974893589,0.0231405499954852,"WNT11/TACR1/TACSTD2/CORO2B/ELN/PDLIM1/RGCC/FHDC1/SDC4/F11R/STMN1/TNFAIP1/TGFB3/SRC/CD47/CARMIL1/RAPGEF3/EVL/SLC9A1/FAM171A1",20
"GO:0043149","BP","GO:0043149","stress fiber assembly","20/1639","109/18903",0.00102197768624071,0.0273873974893589,0.0231405499954852,"WNT11/TACR1/TACSTD2/CORO2B/ELN/PDLIM1/RGCC/FHDC1/SDC4/F11R/STMN1/TNFAIP1/TGFB3/SRC/CD47/CARMIL1/RAPGEF3/EVL/SLC9A1/FAM171A1",20
"GO:0006071","BP","GO:0006071","glycerol metabolic process","7/1639","20/18903",0.00102487284362289,0.0273873974893589,0.0231405499954852,"ANGPTL3/MOGAT1/GPD2/GK5/GOT1/PLA2G4A/PCK2",7
"GO:0046931","BP","GO:0046931","pore complex assembly","7/1639","20/18903",0.00102487284362289,0.0273873974893589,0.0231405499954852,"BAD/RTN4/NDC1/P2RX7/CCT3/CCT8/TSPAN33",7
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","62/1639","481/18903",0.00103817083955816,0.0276172233744907,0.0233347377560132,"EGF/SFN/CLDN1/SERPINB5/FA2H/XDH/NOX5/TACR1/VEGFA/IQGAP3/VEGFD/ID1/PTPRM/TACSTD2/EHF/FST/BAD/SPARC/UHRF1/RGCC/KDR/RTN4/MAP2K1/SEMA5A/PPARG/MYC/F3/ERN1/PDPK1/FLT1/HMOX1/HMGB2/TEK/CD109/GLUL/BMP6/PKHD1/BMP4/HTRA1/PTPRK/PHB2/TINF2/STXBP4/SMO/FZD7/NUPR1/EGFR/ERRFI1/IHH/NOTCH2/PRKCA/RREB1/SCN5A/ESR1/PLXNB3/DLX6/SGPP2/PGR/GLI1/NKX3-1/CCL24/CCR3",62
"GO:0000212","BP","GO:0000212","meiotic spindle organization","6/1639","15/18903",0.00106013042678562,0.027996661354438,0.0236553378987821,"ASPM/NDC80/CCNB2/ESPL1/AURKA/FBXO5",6
"GO:0008652","BP","GO:0008652","cellular amino acid biosynthetic process","16/1639","79/18903",0.00107148304214127,0.027996661354438,0.0236553378987821,"CTH/OAT/ASS1/PHGDH/PSAT1/ABAT/SHMT2/PCBD2/GOT1/GLUL/ASNSD1/SERINC3/ATP2B4/BCAT2/PLOD2/AASS",16
"GO:0061333","BP","GO:0061333","renal tubule morphogenesis","16/1639","79/18903",0.00107148304214127,0.027996661354438,0.0236553378987821,"WNT11/KLHL3/VEGFA/TACSTD2/MYC/COL4A1/GREM1/BMP4/GZF1/DCHS1/SMO/PBX1/FMN1/SALL1/GREB1L/WNT6",16
"GO:0072524","BP","GO:0072524","pyridine-containing compound metabolic process","16/1639","79/18903",0.00107148304214127,0.027996661354438,0.0236553378987821,"NQO1/FMO2/PSAT1/SLC5A8/PC/TKT/PTGIS/DCXR/IDH2/PGD/RBKS/TIGAR/PARP16/TP53I3/NUDT17/GPD1L",16
"GO:0003015","BP","GO:0003015","heart process","38/1639","261/18903",0.00108540182242088,0.0282348553717362,0.0238565961807366,"ACE2/MYL4/MYL3/KCNQ1/EPAS1/CXCR4/WWTR1/RGS2/SGCG/MEF2A/PDE4B/ATP1B1/SRC/DSP/CAMK2D/NUP155/ATP2B4/P2RX4/AKAP13/CACNB2/DSG2/HRC/CACNA1C/SREBF1/KCND3/CYP2J2/SLC9A1/SCN5A/CACNA1D/CACNA1G/DSC2/ATP2A3/PPP1R13L/SLC1A1/ATP1A2/KCNE4/GPD1L/HCN4",38
"GO:0048608","BP","GO:0048608","reproductive structure development","43/1639","306/18903",0.00110533101468166,0.0286266124903678,0.0241876051856376,"FANCA/SERPINB5/ASPM/A2M/RDH10/GFRA1/BMPR1B/VEGFA/KIF18A/FST/TESC/BRIP1/ROR2/ID4/KDR/PTX3/BOK/NCOA4/HSD17B4/HMGB2/FZD4/BMP6/CITED2/BMP4/PRDX4/SRC/MMP2/HSPA5/FKBP4/DHCR24/NUPR1/FER/ACSBG1/TAF4/ESR1/SALL1/ATN1/PGR/GREB1L/GLI1/REC8/NKX3-1/LRP2",43
"GO:0035567","BP","GO:0035567","non-canonical Wnt signaling pathway","15/1639","72/18903",0.00112113217364434,0.0286473322675196,0.0242051120348833,"DKK1/WNT11/ROR2/FZD1/FRZB/FZD4/MKS1/PTK7/FZD7/RNF213/ZNRF3/ARHGEF19/DACT1/TIAM1/VANGL2",15
"GO:0007157","BP","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","12/1639","51/18903",0.00113049516687609,0.0286473322675196,0.0242051120348833,"CRB1/CDH4/CADM1/ALCAM/NECTIN1/CADM3/NECTIN4/HMCN1/DCHS1/ADGRL1/AMIGO2/GRID2",12
"GO:0033046","BP","GO:0033046","negative regulation of sister chromatid segregation","12/1639","51/18903",0.00113049516687609,0.0286473322675196,0.0242051120348833,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/GEN1",12
"GO:0033048","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","12/1639","51/18903",0.00113049516687609,0.0286473322675196,0.0242051120348833,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/GEN1",12
"GO:2000816","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","12/1639","51/18903",0.00113049516687609,0.0286473322675196,0.0242051120348833,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/GEN1",12
"GO:0001885","BP","GO:0001885","endothelial cell development","14/1639","65/18903",0.00115324292299941,0.0290983482588564,0.0245861908905996,"CLDN1/VEGFA/RAPGEF1/EZR/F11R/RDX/NOTCH4/CDH5/IKBKB/RAPGEF3/COL15A1/FASN/HPSE/COL22A1",14
"GO:0019751","BP","GO:0019751","polyol metabolic process","21/1639","118/18903",0.00116497163915858,0.0292365335679516,0.0247029483902854,"ANGPTL3/MOGAT1/PLPP1/GPD2/ITPK1/ACER2/ACER3/PCBD2/BPNT1/GK5/INPP5B/GOT1/PPIP5K2/PLA2G4A/IPMK/PCK2/SYNJ2/ITPKB/SGPP1/SGPP2/LRP2",21
"GO:0072329","BP","GO:0072329","monocarboxylic acid catabolic process","22/1639","126/18903",0.00116866565546328,0.0292365335679516,0.0247029483902854,"NUDT19/SLC27A2/MFSD2A/HADHB/HADHA/DCXR/SCP2/FAH/ABHD2/HSD17B4/PGD/ABHD3/ECHS1/ECI2/ACADVL/AKR1A1/ACOT8/PCK2/CROT/LPIN2/TYSND1/ACACB",22
"GO:0016049","BP","GO:0016049","cell growth","63/1639","493/18903",0.00118090816500618,0.0293381348518197,0.0247887947942699,"ROS1/IGFBP1/WNT11/CRYAB/SFN/SGK1/FBLN5/DNPH1/FLRT3/MFSD2A/NRCAM/KIF14/FSTL4/CDH4/KAZALD1/VEGFA/BDKRB1/SEMA4B/L1CAM/ALCAM/ARMC12/AURKA/CXCR4/ACVR1B/ARHGAP4/RTN4/RGS2/SEMA5A/RAPH1/FRZB/CDH1/SEMA7A/FBP1/OSGIN2/CDKN2D/GREM1/DERL2/CAMK2D/TOMM70/SUPV3L1/AKAP13/TRIM32/EGFR/SEMA4C/PLXNA1/NTN1/PRDM11/ARHGEF11/LTBP4/SEMA4A/CYFIP1/SYT17/SLC9A1/MSX1/PTPRS/RERG/RIMS1/CYFIP2/AUTS2/ENPP1/SEMA5B/PTCH2/DCC",63
"GO:0097193","BP","GO:0097193","intrinsic apoptotic signaling pathway","42/1639","298/18903",0.00118270759650983,0.0293381348518197,0.0247887947942699,"PTGS2/RNF183/SFN/E2F1/MELK/PLAUR/DDIAS/BRCA1/BAD/PPIF/BOK/MYC/ERN1/PTPN2/STK24/TMEM161A/CDKN2D/HMOX1/ATAD5/SHISA5/NFE2L2/ERO1A/SRC/SELENOS/HINT1/COA8/SERINC3/OPA1/CYCS/DIABLO/NFATC4/TRIM32/PINK1/SLC9A3R1/EP300/NUPR1/SGPP1/MSX1/IL20RA/ATP2A3/PHLDA3/NKX3-1",42
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","52/1639","390/18903",0.00121091686240715,0.0299116816558473,0.0252734041295859,"DKK1/ITGB6/VEPH1/COMP/TTK/BMPR1B/ID1/FST/CHRD/WWTR1/FZD1/NCEH1/ACVR1B/KDR/PPARG/ITGA3/PDPK1/ADAM9/EID2/MSTN/GREM1/CRIM1/CD109/BMP6/CITED2/CDH5/SAP30/TGFB3/BMP4/HTRA1/SRC/PTPRK/HSPA5/SINHCAF/NEO1/EP300/APPL2/CREBBP/FAM83G/LTBP4/ELAPOR2/PEG10/NOTCH2/BCL9L/HIVEP1/MSX1/HFE/ZBTB7A/ZMIZ1/IGSF1/LRP2/GDF3",52
"GO:0034109","BP","GO:0034109","homotypic cell-cell adhesion","18/1639","95/18903",0.00121986457099008,0.0300066268320113,0.0253536265602387,"FGG/FGB/COMP/ABAT/PLAUR/IL6ST/CLIC1/F11R/PDPN/RDX/CD9/DSP/DSG2/PRKG1/PRKCA/UBASH3B/DSC2/CTSG",18
"GO:0072028","BP","GO:0072028","nephron morphogenesis","16/1639","80/18903",0.00123351663787813,0.0302160179753564,0.0255305483076618,"WNT11/KLHL3/VEGFA/ERBB4/TACSTD2/MYC/GREM1/BMP4/GZF1/DCHS1/SMO/PBX1/FMN1/SALL1/GREB1L/WNT6",16
"GO:0055076","BP","GO:0055076","transition metal ion homeostasis","24/1639","143/18903",0.00126805112990644,0.0309330812975931,0.0261364196638064,"CP/SLC31A1/ATP6V1A/EPAS1/TFRC/SLC30A4/SLC39A6/MYC/NCOA4/SLC31A2/PRNP/SLC25A37/SLC40A1/HMOX1/BMP6/SLC39A14/FBXL5/EIF2AK1/STEAP3/NEO1/SLC39A8/HFE/SLC1A1/SLC39A4",24
"GO:0009268","BP","GO:0009268","response to pH","11/1639","45/18903",0.0012877141485465,0.0310371318372055,0.0262243355278418,"SCNN1B/SCNN1G/PKD2L1/GPLD1/HVCN1/CHP1/SRC/RAB11B/RAB11FIP5/SLC9A1/ASIC2",11
"GO:0030517","BP","GO:0030517","negative regulation of axon extension","11/1639","45/18903",0.0012877141485465,0.0310371318372055,0.0262243355278418,"SEMA4B/ARHGAP4/RTN4/SEMA5A/CDH1/SEMA7A/SEMA4C/NTN1/SEMA4A/PTPRS/SEMA5B",11
"GO:0031532","BP","GO:0031532","actin cytoskeleton reorganization","20/1639","111/18903",0.0012899763597916,0.0310371318372055,0.0262243355278418,"EZR/MCU/F11R/GAB1/NEDD9/TEK/HMCN1/ESAM/CARMIL1/CD2AP/PIP5K1A/RAPGEF3/PTK7/FER/TRPM2/IQGAP2/NOTCH2/ARHGDIB/AUTS2/GDPD2",20
"GO:0019362","BP","GO:0019362","pyridine nucleotide metabolic process","15/1639","73/18903",0.00129997879586427,0.0310371318372055,0.0262243355278418,"NQO1/FMO2/SLC5A8/PC/TKT/PTGIS/DCXR/IDH2/PGD/RBKS/TIGAR/PARP16/TP53I3/NUDT17/GPD1L",15
"GO:0046496","BP","GO:0046496","nicotinamide nucleotide metabolic process","15/1639","73/18903",0.00129997879586427,0.0310371318372055,0.0262243355278418,"NQO1/FMO2/SLC5A8/PC/TKT/PTGIS/DCXR/IDH2/PGD/RBKS/TIGAR/PARP16/TP53I3/NUDT17/GPD1L",15
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","46/1639","336/18903",0.00131339775417569,0.0310371318372055,0.0262243355278418,"PTGS2/CRYAB/SFN/TXN/ECT2/NDRG4/KIF20B/PLA2G3/RAB29/EZR/MAP2K1/PDCD5/SCP2/BARD1/C2CD5/CDH1/DENND10/RDX/PRNP/EMD/LMAN1/RANGAP1/CHP1/BMP4/SRC/DERL2/MDFIC/CEP290/IPO5/RNF139/REEP5/RAPGEF3/SMO/RAB11B/PINK1/PTPN14/RAB23/DNAJC27/MTCL1/SREBF1/ATG13/NUP214/ARHGAP1/SUFU/SLC1A1/TMEM30B",46
"GO:0051604","BP","GO:0051604","protein maturation","46/1639","336/18903",0.00131339775417569,0.0310371318372055,0.0262243355278418,"FGG/FGB/CTSE/ADAMTS3/ACE2/PCSK1/COMP/TMPRSS2/PLAUR/CPZ/PLAT/CPD/SPON1/DPP4/BAD/FAM111A/TESC/CPXM2/BACE2/TLL2/F3/LPCAT3/PRNP/INPP5B/P2RX7/ATP6AP2/PRDX4/ERO1A/SRC/TSPAN17/CYCS/CAPN2/RNF139/HM13/PISD/DYNC2H1/DHCR24/EP300/CREBBP/IHH/TYSND1/PHEX/CYFIP2/TSPAN33/MYRF/CTSG",46
"GO:0001649","BP","GO:0001649","osteoblast differentiation","36/1639","246/18903",0.00131904739540021,0.0310371318372055,0.0262243355278418,"CYP24A1/RANBP3L/WNT11/FFAR4/BMPR1B/PENK/IL6ST/CHRD/WWTR1/FZD1/ID4/CCN4/CLIC1/NELL1/BCAP29/PPARG/HSD17B4/SEMA7A/FBXO5/JUNB/GREM1/CRIM1/BMP6/ITGA11/BMP4/GTPBP4/MRC2/FAM20C/SMO/IHH/SMOC1/FASN/SUFU/GLI2/GLI1/GDPD2",36
"GO:0055072","BP","GO:0055072","iron ion homeostasis","17/1639","88/18903",0.00131983040641289,0.0310371318372055,0.0262243355278418,"CP/ATP6V1A/EPAS1/TFRC/MYC/NCOA4/SLC25A37/SLC40A1/HMOX1/BMP6/SLC39A14/FBXL5/EIF2AK1/STEAP3/NEO1/SLC39A8/HFE",17
"GO:0060675","BP","GO:0060675","ureteric bud morphogenesis","14/1639","66/18903",0.0013489476985604,0.0315954721905841,0.0266960964122732,"WNT11/VEGFA/TACSTD2/MYC/GREM1/BMP4/GZF1/DCHS1/SMO/PBX1/FMN1/SALL1/GREB1L/WNT6",14
"GO:0010543","BP","GO:0010543","regulation of platelet activation","12/1639","52/18903",0.00135549225424779,0.0316227736615983,0.0267191643600474,"FGG/TXK/ABAT/IL6ST/F11R/PDPN/CD9/PLA2G4A/PRKG1/PRKCA/UBASH3B/CTSG",12
"GO:0006611","BP","GO:0006611","protein export from nucleus","13/1639","59/18903",0.00137130234710299,0.0317765249881534,0.0268490741209293,"RANBP3L/SFN/TXN/BARD1/EMD/RANGAP1/CHP1/STRADA/DUSP16/RAPGEF3/PTPN14/DNAJC27/NUP214",13
"GO:0033674","BP","GO:0033674","positive regulation of kinase activity","63/1639","496/18903",0.00137289289794029,0.0317765249881534,0.0268490741209293,"ROS1/DKK1/EGF/WNT11/GPRC5B/KIF14/CENPE/TXN/TPX2/ECT2/BMPR1B/VEGFA/CDC25B/ERBB4/GPRC5C/BAD/VAV3/ROR2/RGCC/CLSPN/KDR/MAP2K1/SDC4/ERN1/PDPK1/DSTYK/ADAM9/FLT1/PRNP/TIGAR/NEDD9/GREM1/TEK/FZD4/P2RX7/UNC119/STRADA/RELN/AJUBA/SRC/CAB39/CKS1B/PHB2/ATP2B4/AKAP13/PARP16/PINK1/VAV2/CCNK/EGFR/MOB3C/MAP3K12/DGKZ/NEK10/TNFRSF11A/WNK1/ADCY8/AFAP1L2/AMBRA1/AGAP2/TPD52L1/SLC1A1/CHRNA3",63
"GO:0034329","BP","GO:0034329","cell junction assembly","56/1639","430/18903",0.00139746516636875,0.0322184224042426,0.0272224483801615,"DKK1/PKP1/WNT11/ACE2/CLDN1/VSTM5/FLRT3/NRCAM/ECT2/VEGFA/GJB1/ERBB4/CORO2B/GJA4/RAPGEF1/LRFN5/NECTIN1/RAB29/SPTBN2/FZD1/GPM6A/KDR/SDC4/IL1RAP/F11R/CDH1/CD9/GREM1/TEK/PLXND1/MPP7/CDH5/AJUBA/ESAM/SRC/PTPRK/FLOT1/IKBKB/PIP5K1A/DCHS1/SETD5/FER/NTN1/ADGRL3/CNTN5/PLXNB1/SEMA4A/FMN1/SLC9A1/PRKCA/AMIGO2/GRID2/CAMSAP3/SHANK2/ARHGEF9/ASIC2",56
"GO:0045056","BP","GO:0045056","transcytosis","7/1639","21/18903",0.00142319625016986,0.0324080093688751,0.0273826368988141,"MFSD2A/MAL2/RAB11A/SRC/RAB11B/PIGR/LRP2",7
"GO:0099515","BP","GO:0099515","actin filament-based transport","7/1639","21/18903",0.00142319625016986,0.0324080093688751,0.0273826368988141,"MYO1D/MYO19/MYO1E/MYO5A/MYO5C/MYO1H/MYO1G",7
"GO:1902307","BP","GO:1902307","positive regulation of sodium ion transmembrane transport","7/1639","21/18903",0.00142319625016986,0.0324080093688751,0.0273826368988141,"GLRX/TESC/ATP1B1/CHP1/WNK1/SLC9A1/WNK2",7
"GO:0051054","BP","GO:0051054","positive regulation of DNA metabolic process","42/1639","301/18903",0.00143977638793557,0.0324080093688751,0.0273826368988141,"APOBEC1/EGF/ANXA3/DSCC1/AURKB/PAK3/GINS3/BRCA1/DNA2/RGCC/TFRC/TIMELESS/EYA4/MYC/CHTF18/TMEM161A/TIGAR/GREM1/BCAR3/ATAD5/TNFAIP1/POLG2/RFC4/CCT3/SRC/HMCES/CCT8/TINF2/UBE2V2/POGZ/PNKP/EGFR/INO80D/ARID1B/WIZ/SMARCD1/ARID1A/EP400/DDX11/TOX/GLI2/GLI1",42
"GO:0052646","BP","GO:0052646","alditol phosphate metabolic process","5/1639","11/18903",0.00144118886485542,0.0324080093688751,0.0273826368988141,"GPAT3/GPD2/GK5/GPD1/GPD1L",5
"GO:2000392","BP","GO:2000392","regulation of lamellipodium morphogenesis","5/1639","11/18903",0.00144118886485542,0.0324080093688751,0.0273826368988141,"VIL1/ENPP2/PDPN/SRC/RREB1",5
"GO:0051225","BP","GO:0051225","spindle assembly","22/1639","128/18903",0.00144427597459521,0.0324080093688751,0.0273826368988141,"KIF11/ASPM/PRC1/NDC80/TPX2/CCNB2/AURKB/BIRC5/KIF4A/CDC20/KASH5/STIL/AURKA/CDCA8/KIF15/FBXO5/RAB11A/CCDC61/CHMP4B/DRG1/MAP10/KIFC2",22
"GO:0090307","BP","GO:0090307","mitotic spindle assembly","15/1639","74/18903",0.00150217881357841,0.0334394826933629,0.0282541640325475,"KIF11/PRC1/TPX2/AURKB/BIRC5/KIF4A/CDC20/CDCA8/KIF15/RAB11A/CCDC61/CHMP4B/DRG1/MAP10/KIFC2",15
"GO:0031032","BP","GO:0031032","actomyosin structure organization","31/1639","204/18903",0.00150553121725197,0.0334394826933629,0.0282541640325475,"CAPN3/WNT11/ANLN/ACTA1/FHOD3/ECT2/TACR1/KRT19/TACSTD2/CORO2B/ELN/EPB41L4B/NEB/PDLIM1/RGCC/FHDC1/SDC4/MEF2A/F11R/STMN1/TNFAIP1/TGFB3/SRC/CD47/CARMIL1/RAPGEF3/AKAP13/EVL/SLC9A1/FAM171A1/FRMD5",31
"GO:0001558","BP","GO:0001558","regulation of cell growth","55/1639","422/18903",0.00150730786081666,0.0334394826933629,0.0282541640325475,"ROS1/IGFBP1/WNT11/CRYAB/SFN/SGK1/FBLN5/DNPH1/MFSD2A/NRCAM/KIF14/FSTL4/CDH4/KAZALD1/VEGFA/BDKRB1/SEMA4B/L1CAM/ARMC12/CXCR4/ACVR1B/ARHGAP4/RTN4/RGS2/SEMA5A/FRZB/CDH1/SEMA7A/FBP1/OSGIN2/CDKN2D/GREM1/DERL2/CAMK2D/TOMM70/SUPV3L1/TRIM32/EGFR/SEMA4C/NTN1/PRDM11/ARHGEF11/LTBP4/SEMA4A/CYFIP1/SYT17/SLC9A1/MSX1/PTPRS/RERG/RIMS1/ENPP1/SEMA5B/PTCH2/DCC",55
"GO:0007143","BP","GO:0007143","female meiotic nuclear division","9/1639","33/18903",0.0015361739130436,0.0336424233516904,0.0284256355442882,"NCAPH/MASTL/TOP2A/TTK/NDC80/CCNB2/CDC25B/AURKA/FBXO5",9
"GO:0051783","BP","GO:0051783","regulation of nuclear division","24/1639","145/18903",0.00154207807223825,0.0336424233516904,0.0284256355442882,"EGF/DLGAP5/BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDCA2/CDC20/ESPL1/KIF20B/DUSP1/RGCC/AURKA/CDCA8/SPC24/FBXO5/BMP4/GEN1/ANAPC5/CDC16/TOM1L2/MSX1",24
"GO:0016540","BP","GO:0016540","protein autoprocessing","8/1639","27/18903",0.00155545684437328,0.0336424233516904,0.0284256355442882,"CTSE/PCSK1/TMPRSS2/FAM111A/CAPN2/PISD/IHH/MYRF",8
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint signaling","11/1639","46/18903",0.00156183133180865,0.0336424233516904,0.0284256355442882,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/GEN1",11
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint signaling","11/1639","46/18903",0.00156183133180865,0.0336424233516904,0.0284256355442882,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/GEN1",11
"GO:0071174","BP","GO:0071174","mitotic spindle checkpoint signaling","11/1639","46/18903",0.00156183133180865,0.0336424233516904,0.0284256355442882,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/GEN1",11
"GO:0060993","BP","GO:0060993","kidney morphogenesis","18/1639","97/18903",0.00156223534189683,0.0336424233516904,0.0284256355442882,"WNT11/GCNT1/KLHL3/VEGFA/ERBB4/TACSTD2/WWTR1/MYC/GREM1/BMP4/GZF1/DCHS1/SMO/PBX1/FMN1/SALL1/GREB1L/WNT6",18
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","18/1639","97/18903",0.00156223534189683,0.0336424233516904,0.0284256355442882,"BUB1/TOP2A/TTK/NDC80/MCM2/AURKB/BIRC5/CENPF/CDC20/ESPL1/DUSP1/PIF1/CDCA8/SPC24/FBXO5/GEN1/SRC/TINF2",18
"GO:0072171","BP","GO:0072171","mesonephric tubule morphogenesis","14/1639","67/18903",0.00157163173709865,0.0337212517605947,0.0284922403663792,"WNT11/VEGFA/TACSTD2/MYC/GREM1/BMP4/GZF1/DCHS1/SMO/PBX1/FMN1/SALL1/GREB1L/WNT6",14
"GO:0050714","BP","GO:0050714","positive regulation of protein secretion","22/1639","129/18903",0.00160175597707351,0.0340565888405469,0.0287755781485467,"FGG/FGB/PCSK1/ABAT/WLS/BAD/EZR/MCU/PPARG/GPLD1/ADAM9/P2RX7/GLUL/BMP6/TGFB3/CD2AP/LRRC8A/PCK2/AACS/TRPM2/ADCY8/FRMD4A",22
"GO:2000027","BP","GO:2000027","regulation of animal organ morphogenesis","22/1639","129/18903",0.00160175597707351,0.0340565888405469,0.0287755781485467,"DKK1/WNT11/VEGFA/TACSTD2/ROR2/FZD1/GREM1/CITED2/PKHD1/BMP4/MKS1/PHB2/PTK7/SMO/FZD7/MSX1/NTN4/ZNRF3/ARHGEF19/DACT1/TIAM1/VANGL2",22
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation","12/1639","53/18903",0.00161622525710369,0.0340565888405469,0.0287755781485467,"BUB1/TTK/NDC80/AURKB/BIRC5/CENPF/CDC20/DUSP1/CDCA8/SPC24/FBXO5/GEN1",12
"GO:0060071","BP","GO:0060071","Wnt signaling pathway, planar cell polarity pathway","12/1639","53/18903",0.00161622525710369,0.0340565888405469,0.0287755781485467,"DKK1/WNT11/ROR2/FZD1/MKS1/PTK7/FZD7/ZNRF3/ARHGEF19/DACT1/TIAM1/VANGL2",12
