Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0098655,cation transmembrane transport,19_GO:0051179 localization,-9.6,3,7.7,30211,640,680,43,6.3,0.93,40|476|489|540|1813|1906|1910|2149|2823|3736|4519|4540|5027|6328|6335|6340|6509|6520|6533|6536|6565|6584|6833|6947|8671|9914|9992|10008|10560|10568|51458|53373|55244|55283|55503|55630|57181|80036|80736|84102|84239|84679|286097,ASIC2|ATP1A1|ATP2A3|ATP7B|DRD2|EDN1|EDNRB|F2R|GPM6A|KCNA1|CYTB|ND5|P2RX7|SCN3A|SCN9A|SCNN1G|SLC1A4|SLC3A2|SLC6A6|SLC6A9|SLC15A2|SLC22A5|ABCC8|TCN1|SLC4A4|ATP2C2|KCNE2|KCNE3|SLC19A2|SLC34A2|RHCG|TPCN1|SLC47A1|MCOLN3|TRPV6|SLC39A4|SLC39A10|TRPM3|SLC44A4|SLC41A2|ATP13A4|SLC9A7|MICU3,-6.8,MyList
GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-9.5,3.1,7.7,30211,570,680,40,5.9,0.9,231|972|1040|1080|1606|1608|1906|2539|3628|5027|5283|5291|5321|5467|7368|8395|8702|9021|9388|9514|9663|10826|26301|51144|51604|53947|57171|80055|80157|80736|81537|84532|84879|93517|129642|157506|166929|253558|254531|340485,AKR1B1|CD74|CDS1|CFTR|DGKA|DGKG|EDN1|G6PD|INPP1|P2RX7|PIGH|PIK3CB|PLA2G4A|PPARD|UGT8|PIP5K1B|B4GALT4|SOCS3|LIPG|GAL3ST1|LPIN2|FAXDC2|GBGT1|HSD17B12|PIGT|A4GALT|DOLPP1|PGAP1|CWH43|SLC44A4|SGPP1|ACSS1|MFSD2A|SDR42E1|MBOAT2|RDH10|SGMS2|LCLAT1|LPCAT4|ACER2,-6.7,MyList
GO Biological Processes,19,GO:0006875,cellular metal ion homeostasis,19_GO:0065007 biological regulation,-9.4,3.2,7.7,30211,550,680,39,5.7,0.89,134|475|476|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3827|4490|4828|5027|5291|5314|5732|6340|6647|6781|7184|7504|9170|9633|9914|28982|53373|55283|55503|55630|57181|60675|84239|84899|286097,ADORA1|ATOX1|ATP1A1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KNG1|MT1B|NMB|P2RX7|PIK3CB|PKHD1|PTGER2|SCNN1G|SOD1|STC1|HSP90B1|XK|LPAR2|TESMIN|ATP2C2|FLVCR1|TPCN1|MCOLN3|TRPV6|SLC39A4|SLC39A10|PROK2|ATP13A4|TMTC4|MICU3,-6.6,MyList
GO Biological Processes,19,GO:0001655,urogenital system development,19_GO:0032502 developmental process,-9.1,3.9,8,30211,334,680,29,4.3,0.77,182|231|445|1592|1910|1948|2650|4036|4311|4774|4824|5076|5268|5314|5800|6299|6382|6385|8549|8842|9863|10220|11174|51057|51804|55366|80000|157506|170690,JAG1|AKR1B1|ASS1|CYP26A1|EDNRB|EFNB2|GCNT1|LRP2|MME|NFIA|NKX3-1|PAX2|SERPINB5|PKHD1|PTPRO|SALL1|SDC1|SDC4|LGR5|PROM1|MAGI2|GDF11|ADAMTS6|WDPCP|SIX4|LGR4|GREB1L|RDH10|ADAMTS16,-6.3,MyList
GO Biological Processes,19,GO:0055065,metal ion homeostasis,19_GO:0065007 biological regulation,-9,2.9,7.4,30211,618,680,41,6,0.91,134|475|476|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3736|3827|4490|4828|5027|5291|5314|5732|6340|6647|6781|7184|7504|9170|9633|9914|28982|53373|55283|55503|55630|57181|57402|60675|84239|84899|286097,ADORA1|ATOX1|ATP1A1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KCNA1|KNG1|MT1B|NMB|P2RX7|PIK3CB|PKHD1|PTGER2|SCNN1G|SOD1|STC1|HSP90B1|XK|LPAR2|TESMIN|ATP2C2|FLVCR1|TPCN1|MCOLN3|TRPV6|SLC39A4|SLC39A10|S100A14|PROK2|ATP13A4|TMTC4|MICU3,-6.2,MyList
GO Biological Processes,19,GO:0033674,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-9,3.3,7.6,30211,473,680,35,5.1,0.85,134|972|1136|1435|1813|1839|1906|1942|2321|4217|4739|5027|5154|5899|6385|7039|7057|7099|8649|8915|9052|9693|10178|10451|10595|22943|54956|55626|55890|65125|80310|84632|148932|205428|389658,ADORA1|CD74|CHRNA3|CSF1|DRD2|HBEGF|EDN1|EFNA1|FLT1|MAP3K5|NEDD9|P2RX7|PDGFA|RALB|SDC4|TGFA|THBS1|TLR4|LAMTOR3|BCL10|GPRC5A|RAPGEF2|TENM1|VAV3|ERN2|DKK1|PARP16|AMBRA1|GPRC5C|WNK1|PDGFD|AFAP1L2|MOB3C|DIPK2A|ALKAL1,-6.2,MyList
GO Biological Processes,19,GO:0072507,divalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-8.9,3.3,7.5,30211,478,680,35,5.1,0.85,134|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3736|3827|4490|4828|5027|5291|5314|5732|6781|7184|7504|9170|9914|53373|55283|55503|55630|57181|57402|60675|84239|84899|286097,ADORA1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KCNA1|KNG1|MT1B|NMB|P2RX7|PIK3CB|PKHD1|PTGER2|STC1|HSP90B1|XK|LPAR2|ATP2C2|TPCN1|MCOLN3|TRPV6|SLC39A4|SLC39A10|S100A14|PROK2|ATP13A4|TMTC4|MICU3,-6.1,MyList
GO Biological Processes,19,GO:0034762,regulation of transmembrane transport,19_GO:0051179 localization,-8.8,3,7.3,30211,580,680,39,5.7,0.89,40|1080|1813|1906|2149|2539|2852|3099|3736|5027|5144|5167|5174|5774|6041|6328|6335|6536|6769|6833|7057|9456|9992|10008|10105|10768|23171|27347|53373|55198|57628|65125|65268|79073|81671|81832|84766|375611|100506658,ASIC2|CFTR|DRD2|EDN1|F2R|G6PD|GPER1|HK2|KCNA1|P2RX7|PDE4D|ENPP1|PDZK1|PTPN3|RNASEL|SCN3A|SCN9A|SLC6A9|STAC|ABCC8|THBS1|HOMER1|KCNE2|KCNE3|PPIF|AHCYL1|GPD1L|STK39|TPCN1|APPL2|DPP10|WNK1|WNK2|TMEM109|VMP1|NETO1|CRACR2A|SLC26A5|OCLN,-6,MyList
GO Biological Processes,19,GO:0030155,regulation of cell adhesion,19_GO:0022610 biological adhesion,-8.8,2.7,7.2,30211,760,680,46,6.8,0.96,18|182|445|928|972|1012|1435|1942|1948|2039|2199|2651|3108|3827|4008|4321|4739|4860|5270|5274|5276|5291|5314|5578|5800|6239|6251|6385|6423|7057|8915|9750|10164|10451|10673|51057|51144|55612|55626|57662|65125|79625|79679|80005|84978|340485,ABAT|JAG1|ASS1|CD9|CD74|CDH13|CSF1|EFNA1|EFNB2|DMTN|FBLN2|GCNT2|HLA-DMA|KNG1|LMO7|MMP12|NEDD9|PNP|SERPINE2|SERPINI1|SERPINI2|PIK3CB|PKHD1|PRKCA|PTPRO|RREB1|RSU1|SDC4|SFRP2|THBS1|BCL10|RIPOR2|CHST4|VAV3|TNFSF13B|WDPCP|HSD17B12|FERMT1|AMBRA1|CAMSAP3|WNK1|NDNF|VTCN1|DOCK5|FRMD5|ACER2,-6,MyList
GO Biological Processes,19,GO:0003018,vascular process in circulatory system,19_GO:0032501 multicellular organismal process,-8.8,4.2,8,30211,263,680,25,3.7,0.72,40|134|489|1906|1910|2149|2150|2852|3827|4036|5467|6509|6513|6533|6536|6565|6584|6647|6833|8671|8884|54407|80005|84879|100506658,ASIC2|ADORA1|ATP2A3|EDN1|EDNRB|F2R|F2RL1|GPER1|KNG1|LRP2|PPARD|SLC1A4|SLC2A1|SLC6A6|SLC6A9|SLC15A2|SLC22A5|SOD1|ABCC8|SLC4A4|SLC5A6|SLC38A2|DOCK5|MFSD2A|OCLN,-6,MyList
GO Biological Processes,19,GO:0030193,regulation of blood coagulation,19_GO:0032501 multicellular organismal process,-8.6,8.8,9.6,30211,66,680,13,1.9,0.53,18|928|1906|2039|2149|2150|3827|5055|5154|5270|7035|7057|22875,ABAT|CD9|EDN1|DMTN|F2R|F2RL1|KNG1|SERPINB2|PDGFA|SERPINE2|TFPI|THBS1|ENPP4,-5.9,MyList
GO Biological Processes,19,GO:0001822,kidney development,19_GO:0032502 developmental process,-8.6,4,7.8,30211,288,680,26,3.8,0.74,182|231|445|1592|1910|1948|2650|4036|4311|4824|5076|5314|5800|6299|6382|6385|8842|9863|10220|11174|51057|51804|55366|80000|157506|170690,JAG1|AKR1B1|ASS1|CYP26A1|EDNRB|EFNB2|GCNT1|LRP2|MME|NKX3-1|PAX2|PKHD1|PTPRO|SALL1|SDC1|SDC4|PROM1|MAGI2|GDF11|ADAMTS6|WDPCP|SIX4|LGR4|GREB1L|RDH10|ADAMTS16,-5.9,MyList
GO Biological Processes,19,GO:0043410,positive regulation of MAPK cascade,19_GO:0023052 signaling,-8.6,3.2,7.4,30211,490,680,35,5.1,0.85,134|972|1813|1880|1906|1942|2149|2150|2321|2651|2852|4217|5027|5154|5578|6647|7039|7057|7099|7476|8649|8837|9693|10178|10595|22881|22943|23236|27347|80310|84766|153769|284340|389658|768211,ADORA1|CD74|DRD2|GPR183|EDN1|EFNA1|F2R|F2RL1|FLT1|GCNT2|GPER1|MAP3K5|P2RX7|PDGFA|PRKCA|SOD1|TGFA|THBS1|TLR4|WNT7A|LAMTOR3|CFLAR|RAPGEF2|TENM1|ERN2|ANKRD6|DKK1|PLCB1|STK39|PDGFD|CRACR2A|SH3RF2|CXCL17|ALKAL1|RELL1,-5.9,MyList
GO Biological Processes,19,GO:0001934,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-8.5,2.7,7,30211,722,680,44,6.5,0.94,134|972|1136|1272|1435|1813|1839|1906|1910|1942|2321|2660|2852|3625|4217|4739|4824|5027|5154|5899|6385|6423|7006|7039|7057|7099|9052|9573|9693|10178|10220|10595|10826|22943|54956|55890|56832|65125|80310|84632|148932|150696|205428|389658,ADORA1|CD74|CHRNA3|CNTN1|CSF1|DRD2|HBEGF|EDN1|EDNRB|EFNA1|FLT1|MSTN|GPER1|INHBB|MAP3K5|NEDD9|NKX3-1|P2RX7|PDGFA|RALB|SDC4|SFRP2|TEC|TGFA|THBS1|TLR4|GPRC5A|GDF3|RAPGEF2|TENM1|GDF11|ERN2|FAXDC2|DKK1|PARP16|GPRC5C|IFNK|WNK1|PDGFD|AFAP1L2|MOB3C|PROM2|DIPK2A|ALKAL1,-5.8,MyList
GO Biological Processes,19,GO:0015711,organic anion transport,19_GO:0051179 localization,-8.5,3.8,7.6,30211,313,680,27,4,0.75,1080|1813|4036|4257|4828|5321|6509|6513|6520|6533|6536|8671|8884|9120|9123|10560|11136|51228|54407|55244|80736|84879|115111|151473|284111|340146|375611,CFTR|DRD2|LRP2|MGST1|NMB|PLA2G4A|SLC1A4|SLC2A1|SLC3A2|SLC6A6|SLC6A9|SLC4A4|SLC5A6|SLC16A6|SLC16A3|SLC19A2|SLC7A9|GLTP|SLC38A2|SLC47A1|SLC44A4|MFSD2A|SLC26A7|SLC16A14|SLC13A5|SLC35D3|SLC26A5,-5.8,MyList
GO Biological Processes,19,GO:1900046,regulation of hemostasis,19_GO:0050789 regulation of biological process,-8.5,8.5,9.4,30211,68,680,13,1.9,0.53,18|928|1906|2039|2149|2150|3827|5055|5154|5270|7035|7057|22875,ABAT|CD9|EDN1|DMTN|F2R|F2RL1|KNG1|SERPINB2|PDGFA|SERPINE2|TFPI|THBS1|ENPP4,-5.8,MyList
Canonical Pathways,11,M5885,NABA MATRISOME ASSOCIATED,,-8.5,2.7,7,30211,751,680,45,6.6,0.95,306|1435|1514|1839|2660|3053|3625|3698|3827|4321|4324|5055|5154|5265|5268|5269|5270|5274|5276|5654|6382|6385|6423|7039|7051|7476|9573|10220|10673|11174|54507|55214|56832|56920|57402|80310|81029|112399|114902|144568|170690|171019|222663|339479|389941,ANXA3|CSF1|CTSL|HBEGF|MSTN|SERPIND1|INHBB|ITIH2|KNG1|MMP12|MMP15|SERPINB2|PDGFA|SERPINA1|SERPINB5|SERPINB6|SERPINE2|SERPINI1|SERPINI2|HTRA1|SDC1|SDC4|SFRP2|TGFA|TGM1|WNT7A|GDF3|GDF11|TNFSF13B|ADAMTS6|ADAMTSL4|P3H2|IFNK|SEMA3G|S100A14|PDGFD|WNT5B|EGLN3|C1QTNF5|A2ML1|ADAMTS16|ADAMTS19|SCUBE3|BRINP3|C1QL3,-5.8,MyList
GO Biological Processes,19,GO:0098662,inorganic cation transmembrane transport,19_GO:0051179 localization,-8.4,3,7.2,30211,571,680,38,5.6,0.88,40|476|489|540|1813|1906|1910|2149|2823|3736|4519|4540|5027|6328|6335|6340|6520|6533|6536|6565|6833|6947|8671|9914|9992|10008|10568|51458|53373|55244|55283|55503|55630|57181|80036|84102|84679|286097,ASIC2|ATP1A1|ATP2A3|ATP7B|DRD2|EDN1|EDNRB|F2R|GPM6A|KCNA1|CYTB|ND5|P2RX7|SCN3A|SCN9A|SCNN1G|SLC3A2|SLC6A6|SLC6A9|SLC15A2|ABCC8|TCN1|SLC4A4|ATP2C2|KCNE2|KCNE3|SLC34A2|RHCG|TPCN1|SLC47A1|MCOLN3|TRPV6|SLC39A4|SLC39A10|TRPM3|SLC41A2|SLC9A7|MICU3,-5.8,MyList
GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-8.3,2.9,7.1,30211,577,680,38,5.6,0.88,489|1663|1942|2149|2150|2321|2852|2896|4217|4739|4824|6251|6423|7294|8837|8915|9170|9693|9771|9863|10316|11138|23108|23158|23348|26037|51291|57181|64065|84253|112399|125058|130399|133522|139818|153020|201176|340485,ATP2A3|DDX11|EFNA1|F2R|F2RL1|FLT1|GPER1|GRN|MAP3K5|NEDD9|NKX3-1|RSU1|SFRP2|TXK|CFLAR|BCL10|LPAR2|RAPGEF2|RAPGEF5|MAGI2|NMUR1|TBC1D8|RAP1GAP2|TBC1D9|DOCK9|SIPA1L1|GMIP|SLC39A10|PERP|GARNL3|EGLN3|TBC1D16|ACVR1C|PPARGC1B|DOCK11|RASGEF1B|ARHGAP27|ACER2,-5.7,MyList
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0022610 biological adhesion,-8.3,4.5,7.9,30211,217,680,22,3.2,0.68,182|1012|1435|2039|2199|2651|4321|4739|5291|5314|5800|6239|6251|6385|7057|51057|51144|55612|57662|79625|80005|340485,JAG1|CDH13|CSF1|DMTN|FBLN2|GCNT2|MMP12|NEDD9|PIK3CB|PKHD1|PTPRO|RREB1|RSU1|SDC4|THBS1|WDPCP|HSD17B12|FERMT1|CAMSAP3|NDNF|DOCK5|ACER2,-5.7,MyList
GO Biological Processes,19,GO:0072503,cellular divalent inorganic cation homeostasis,19_GO:0065007 biological regulation,-8.3,3.2,7.2,30211,456,680,33,4.9,0.82,134|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3827|4490|4828|5027|5291|5314|5732|6781|7184|7504|9170|9914|53373|55283|55503|55630|57181|60675|84239|84899|286097,ADORA1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KNG1|MT1B|NMB|P2RX7|PIK3CB|PKHD1|PTGER2|STC1|HSP90B1|XK|LPAR2|ATP2C2|TPCN1|MCOLN3|TRPV6|SLC39A4|SLC39A10|PROK2|ATP13A4|TMTC4|MICU3,-5.7,MyList
GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0008152 metabolic process,-8.3,2.6,6.9,30211,763,680,45,6.6,0.95,134|972|1136|1435|1813|1839|1906|1942|2321|2660|4217|4739|5027|5154|5291|5575|5800|5899|6385|6423|6647|7039|7057|7099|7453|8649|8915|9021|9052|9133|9693|10178|10451|10595|22943|54206|54956|55626|55890|65125|80310|84632|148932|205428|389658,ADORA1|CD74|CHRNA3|CSF1|DRD2|HBEGF|EDN1|EFNA1|FLT1|MSTN|MAP3K5|NEDD9|P2RX7|PDGFA|PIK3CB|PRKAR1B|PTPRO|RALB|SDC4|SFRP2|SOD1|TGFA|THBS1|TLR4|WARS1|LAMTOR3|BCL10|SOCS3|GPRC5A|CCNB2|RAPGEF2|TENM1|VAV3|ERN2|DKK1|ERRFI1|PARP16|AMBRA1|GPRC5C|WNK1|PDGFD|AFAP1L2|MOB3C|DIPK2A|ALKAL1,-5.6,MyList
GO Biological Processes,19,GO:0050818,regulation of coagulation,19_GO:0032501 multicellular organismal process,-8.2,8.1,9.1,30211,71,680,13,1.9,0.53,18|928|1906|2039|2149|2150|3827|5055|5154|5270|7035|7057|22875,ABAT|CD9|EDN1|DMTN|F2R|F2RL1|KNG1|SERPINB2|PDGFA|SERPINE2|TFPI|THBS1|ENPP4,-5.6,MyList
GO Biological Processes,19,GO:0045860,positive regulation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-8.1,3.4,7.2,30211,393,680,30,4.4,0.79,134|1136|1435|1813|1839|1906|1942|2321|4217|4739|5027|5154|5899|6385|7039|7057|7099|9052|9693|10178|10595|22943|54956|55890|65125|80310|84632|148932|205428|389658,ADORA1|CHRNA3|CSF1|DRD2|HBEGF|EDN1|EFNA1|FLT1|MAP3K5|NEDD9|P2RX7|PDGFA|RALB|SDC4|TGFA|THBS1|TLR4|GPRC5A|RAPGEF2|TENM1|ERN2|DKK1|PARP16|GPRC5C|WNK1|PDGFD|AFAP1L2|MOB3C|DIPK2A|ALKAL1,-5.5,MyList
GO Biological Processes,19,GO:0090407,organophosphate biosynthetic process,19_GO:0008152 metabolic process,-8.1,3.1,7.1,30211,488,680,34,5,0.84,790|978|1040|1606|1608|2539|2639|3614|3628|4337|4860|5283|5291|5321|5467|5635|8395|8566|9021|51144|51604|54956|57171|80055|80157|80736|84532|84879|129642|166929|169355|197258|253558|254531,CAD|CDA|CDS1|DGKA|DGKG|G6PD|GCDH|IMPDH1|INPP1|MOCS1|PNP|PIGH|PIK3CB|PLA2G4A|PPARD|PRPSAP1|PIP5K1B|PDXK|SOCS3|HSD17B12|PIGT|PARP16|DOLPP1|PGAP1|CWH43|SLC44A4|ACSS1|MFSD2A|MBOAT2|SGMS2|IDO2|FCSK|LCLAT1|LPCAT4,-5.5,MyList
GO Biological Processes,19,GO:0010038,response to metal ion,19_GO:0050896 response to stimulus,-8,3.5,7.3,30211,351,680,28,4.1,0.76,18|445|540|664|929|1813|1906|2039|2539|3625|3736|4129|4490|5027|6382|6647|6833|7057|8437|9076|9456|9633|10105|10768|55503|90019|284111|375611,ABAT|ASS1|ATP7B|BNIP3|CD14|DRD2|EDN1|DMTN|G6PD|INHBB|KCNA1|MAOB|MT1B|P2RX7|SDC1|SOD1|ABCC8|THBS1|RASAL1|CLDN1|HOMER1|TESMIN|PPIF|AHCYL1|TRPV6|SYT8|SLC13A5|SLC26A5,-5.4,MyList
GO Biological Processes,19,GO:0015849,organic acid transport,19_GO:0051179 localization,-8,4,7.5,30211,265,680,24,3.5,0.71,1813|3993|4036|4828|5321|5467|6509|6513|6520|6533|6536|6545|7504|8884|9123|10560|11136|54407|54677|55244|84879|115111|284111|375611,DRD2|LLGL2|LRP2|NMB|PLA2G4A|PPARD|SLC1A4|SLC2A1|SLC3A2|SLC6A6|SLC6A9|SLC7A4|XK|SLC5A6|SLC16A3|SLC19A2|SLC7A9|SLC38A2|CROT|SLC47A1|MFSD2A|SLC26A7|SLC13A5|SLC26A5,-5.4,MyList
Reactome Gene Sets,6,R-HSA-109582,Hemostasis,,-8,2.8,6.8,30211,621,680,39,5.7,0.89,489|747|928|972|1606|1608|2149|2151|2888|3053|3796|3827|5027|5055|5099|5154|5265|5269|5270|5291|5321|5575|5578|5593|5874|6382|6385|6520|6647|7035|7057|8515|9123|10451|11136|23348|56992|80005|139818,ATP2A3|DAGLA|CD9|CD74|DGKA|DGKG|F2R|F2RL2|GRB14|SERPIND1|KIF2A|KNG1|P2RX7|SERPINB2|PCDH7|PDGFA|SERPINA1|SERPINB6|SERPINE2|PIK3CB|PLA2G4A|PRKAR1B|PRKCA|PRKG2|RAB27B|SDC1|SDC4|SLC3A2|SOD1|TFPI|THBS1|ITGA10|SLC16A3|VAV3|SLC7A9|DOCK9|KIF15|DOCK5|DOCK11,-5.4,MyList
GO Biological Processes,19,GO:0042391,regulation of membrane potential,19_GO:0065007 biological regulation,-7.9,3.2,7.1,30211,425,680,31,4.6,0.8,18|40|134|476|598|664|1080|1136|1813|1824|1906|2852|2890|3736|4355|5027|5774|6328|6335|6647|7476|8671|9699|9992|10008|22999|23171|54831|81832|152404|375611,ABAT|ASIC2|ADORA1|ATP1A1|BCL2L1|BNIP3|CFTR|CHRNA3|DRD2|DSC2|EDN1|GPER1|GRIA1|KCNA1|MPP2|P2RX7|PTPN3|SCN3A|SCN9A|SOD1|WNT7A|SLC4A4|RIMS2|KCNE2|KCNE3|RIMS1|GPD1L|BEST2|NETO1|IGSF11|SLC26A5,-5.3,MyList
GO Biological Processes,19,GO:0034330,cell junction organization,19_GO:0009987 cellular process,-7.9,3.1,7,30211,473,680,33,4.9,0.82,928|1004|1006|1813|1948|2149|2150|2705|2823|3691|4774|5063|5314|5578|5800|7368|7476|9076|9456|10420|22941|22943|23191|29841|57662|64065|79983|81671|85461|153562|266977|440279|100506658,CD9|CDH6|CDH8|DRD2|EFNB2|F2R|F2RL1|GJB1|GPM6A|ITGB4|NFIA|PAK3|PKHD1|PRKCA|PTPRO|UGT8|WNT7A|CLDN1|HOMER1|TESK2|SHANK2|DKK1|CYFIP1|GRHL1|CAMSAP3|PERP|POF1B|VMP1|TANC1|MARVELD2|ADGRF1|UNC13C|OCLN,-5.3,MyList
GO Biological Processes,19,GO:0010959,regulation of metal ion transport,19_GO:0051179 localization,-7.9,3.3,7.1,30211,403,680,30,4.4,0.79,134|476|1272|1813|2149|2539|2852|3736|5027|5144|5187|5270|5774|6536|6769|6781|6833|9456|9914|9992|10008|10768|23171|27347|57628|65125|65268|81671|81832|84766,ADORA1|ATP1A1|CNTN1|DRD2|F2R|G6PD|GPER1|KCNA1|P2RX7|PDE4D|PER1|SERPINE2|PTPN3|SLC6A9|STAC|STC1|ABCC8|HOMER1|ATP2C2|KCNE2|KCNE3|AHCYL1|GPD1L|STK39|DPP10|WNK1|WNK2|VMP1|NETO1|CRACR2A,-5.3,MyList
Reactome Gene Sets,6,R-HSA-425407,SLC-mediated transmembrane transport,,-7.8,4.1,7.4,30211,250,680,23,3.4,0.69,6509|6513|6520|6533|6536|6565|6571|6584|8671|8884|9123|10568|11136|51458|54407|55244|55630|57181|80736|84102|84679|115111|284111,SLC1A4|SLC2A1|SLC3A2|SLC6A6|SLC6A9|SLC15A2|SLC18A2|SLC22A5|SLC4A4|SLC5A6|SLC16A3|SLC34A2|SLC7A9|RHCG|SLC38A2|SLC47A1|SLC39A4|SLC39A10|SLC44A4|SLC41A2|SLC9A7|SLC26A7|SLC13A5,-5.3,MyList
GO Biological Processes,19,GO:0035239,tube morphogenesis,19_GO:0032502 developmental process,-7.7,2.7,6.7,30211,661,680,40,5.9,0.9,182|1012|1435|1906|1942|1948|2321|4036|4814|4824|5076|5154|5291|5314|5578|6299|6385|6423|7039|7057|7453|7476|8549|8915|10267|10451|23493|51684|54567|55366|57167|60675|64344|79625|80000|157506|169044|170690|284217|284340,JAG1|CDH13|CSF1|EDN1|EFNA1|EFNB2|FLT1|LRP2|NINJ1|NKX3-1|PAX2|PDGFA|PIK3CB|PKHD1|PRKCA|SALL1|SDC4|SFRP2|TGFA|THBS1|WARS1|WNT7A|LGR5|BCL10|RAMP1|VAV3|HEY2|SUFU|DLL4|LGR4|SALL4|PROK2|HIF3A|NDNF|GREB1L|RDH10|COL22A1|ADAMTS16|LAMA1|CXCL17,-5.2,MyList
GO Biological Processes,19,GO:1901137,carbohydrate derivative biosynthetic process,19_GO:0008152 metabolic process,-7.7,2.9,6.8,30211,532,680,35,5.1,0.85,790|978|2539|2589|2639|2650|2651|3038|3614|4248|4860|5283|5635|7368|8702|8706|9514|10020|10164|22822|26301|51144|51604|51809|53947|55808|57171|80055|80157|84532|84620|84899|91949|197258|266722,CAD|CDA|G6PD|GALNT1|GCDH|GCNT1|GCNT2|HAS3|IMPDH1|MGAT3|PNP|PIGH|PRPSAP1|UGT8|B4GALT4|B3GALNT1|GAL3ST1|GNE|CHST4|PHLDA1|GBGT1|HSD17B12|PIGT|GALNT7|A4GALT|ST6GALNAC1|DOLPP1|PGAP1|CWH43|ACSS1|ST6GAL2|TMTC4|COG7|FCSK|HS6ST3,-5.2,MyList
GO Biological Processes,19,GO:0034765,regulation of ion transmembrane transport,19_GO:0051179 localization,-7.7,3,6.8,30211,483,680,33,4.9,0.82,40|1080|1813|1906|2149|2539|2852|3736|5027|5144|5174|5774|6328|6335|6536|6769|6833|9456|9992|10008|10105|10768|23171|27347|53373|57628|65125|65268|79073|81671|81832|84766|375611,ASIC2|CFTR|DRD2|EDN1|F2R|G6PD|GPER1|KCNA1|P2RX7|PDE4D|PDZK1|PTPN3|SCN3A|SCN9A|SLC6A9|STAC|ABCC8|HOMER1|KCNE2|KCNE3|PPIF|AHCYL1|GPD1L|STK39|TPCN1|DPP10|WNK1|WNK2|TMEM109|VMP1|NETO1|CRACR2A|SLC26A5,-5.2,MyList
GO Biological Processes,19,GO:0055074,calcium ion homeostasis,19_GO:0065007 biological regulation,-7.7,3.2,6.9,30211,435,680,31,4.6,0.8,134|489|540|664|1813|1906|1910|2149|2150|2151|2852|2890|3827|4828|5027|5291|5314|5732|6781|7184|7504|9170|9914|53373|55283|55503|57402|60675|84239|84899|286097,ADORA1|ATP2A3|ATP7B|BNIP3|DRD2|EDN1|EDNRB|F2R|F2RL1|F2RL2|GPER1|GRIA1|KNG1|NMB|P2RX7|PIK3CB|PKHD1|PTGER2|STC1|HSP90B1|XK|LPAR2|ATP2C2|TPCN1|MCOLN3|TRPV6|S100A14|PROK2|ATP13A4|TMTC4|MICU3,-5.1,MyList
GO Biological Processes,19,GO:0051347,positive regulation of transferase activity,19_GO:0065007 biological regulation,-7.7,2.9,6.7,30211,559,680,36,5.3,0.86,134|972|1136|1435|1813|1839|1906|1942|2321|4217|4739|5027|5154|5899|6385|7039|7057|7099|8649|8915|9052|9693|10178|10451|10595|22943|54956|55626|55890|65125|80310|84632|91947|148932|205428|389658,ADORA1|CD74|CHRNA3|CSF1|DRD2|HBEGF|EDN1|EFNA1|FLT1|MAP3K5|NEDD9|P2RX7|PDGFA|RALB|SDC4|TGFA|THBS1|TLR4|LAMTOR3|BCL10|GPRC5A|RAPGEF2|TENM1|VAV3|ERN2|DKK1|PARP16|AMBRA1|GPRC5C|WNK1|PDGFD|AFAP1L2|ARRDC4|MOB3C|DIPK2A|ALKAL1,-5.1,MyList
GO Biological Processes,19,GO:0072337,modified amino acid transport,19_GO:0051179 localization,-7.6,12,9.9,30211,32,680,9,1.3,0.44,4036|4257|5174|6509|6584|8884|10560|11136|54407,LRP2|MGST1|PDZK1|SLC1A4|SLC22A5|SLC5A6|SLC19A2|SLC7A9|SLC38A2,-5.1,MyList
