stableID	namegene	nametrans	descript	transtype
ENSNVIG00000000152	OR6T1	OR6T1-201	olfactory receptor family 6 subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:14848]	protein_coding
ENSNVIG00000000153	OR10J1	OR10J1-201	olfactory receptor family 10 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:8175]	protein_coding
ENSNVIG00000000154	DCAF11	DCAF11-201	DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]	protein_coding
ENSNVIG00000000154	DCAF11	DCAF11-202	DDB1 and CUL4 associated factor 11 [Source:HGNC Symbol;Acc:HGNC:20258]	protein_coding
ENSNVIG00000000155	OR4D5	OR4D5-201	olfactory receptor family 4 subfamily D member 5 [Source:HGNC Symbol;Acc:HGNC:14852]	protein_coding
ENSNVIG00000000156	TOGARAM1	TOGARAM1-201	TOG array regulator of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:19959]	protein_coding
ENSNVIG00000000156	TOGARAM1	TOGARAM1-202	TOG array regulator of axonemal microtubules 1 [Source:HGNC Symbol;Acc:HGNC:19959]	protein_coding
ENSNVIG00000000157	ATP1A1	ATP1A1-201	ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]	protein_coding
ENSNVIG00000000158	OR10J5	OR10J5-201	olfactory receptor family 10 subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:14993]	protein_coding
ENSNVIG00000000159	TMEM225	TMEM225-201	transmembrane protein 225 [Source:HGNC Symbol;Acc:HGNC:32390]	protein_coding
ENSNVIG00000000160	GRTP1	GRTP1-201	growth hormone regulated TBC protein 1 [Source:HGNC Symbol;Acc:HGNC:20310]	protein_coding
ENSNVIG00000000161	MCM7	MCM7-202	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]	protein_coding
ENSNVIG00000000161	MCM7	MCM7-201	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]	protein_coding
ENSNVIG00000000161	MCM7	MCM7-203	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]	protein_coding
ENSNVIG00000000161	MCM7	MCM7-204	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]	protein_coding
ENSNVIG00000000162	APCS	APCS-201	"amyloid P component, serum [Source:HGNC Symbol;Acc:HGNC:584]"	protein_coding
ENSNVIG00000000163	ACACA	ACACA-201	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]	protein_coding
ENSNVIG00000000163	ACACA	ACACA-202	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]	protein_coding
ENSNVIG00000000164	SLC14A2	SLC14A2-201	solute carrier family 14 member 2 [Source:HGNC Symbol;Acc:HGNC:10919]	protein_coding
ENSNVIG00000000165	TMEM114	TMEM114-201	transmembrane protein 114 [Source:HGNC Symbol;Acc:HGNC:33227]	protein_coding
ENSNVIG00000000165	TMEM114	TMEM114-202	transmembrane protein 114 [Source:HGNC Symbol;Acc:HGNC:33227]	protein_coding
ENSNVIG00000000166	LETM1	LETM1-201	leucine zipper and EF-hand containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6556]	protein_coding
ENSNVIG00000000167				protein_coding
ENSNVIG00000000168	OR8D4	OR8D4-201	olfactory receptor family 8 subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:14840]	protein_coding
ENSNVIG00000000169	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000170				pseudogene
ENSNVIG00000000171				protein_coding
ENSNVIG00000000172	LAMP1	LAMP1-201	lysosomal associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:6499]	protein_coding
ENSNVIG00000000173	MMRN1	MMRN1-201	multimerin 1 [Source:HGNC Symbol;Acc:HGNC:7178]	protein_coding
ENSNVIG00000000174	BAP1	BAP1-201	BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950]	protein_coding
ENSNVIG00000000174	BAP1	BAP1-202	BRCA1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:950]	protein_coding
ENSNVIG00000000175	SLAMF8	SLAMF8-201	SLAM family member 8 [Source:HGNC Symbol;Acc:HGNC:21391]	protein_coding
ENSNVIG00000000175	SLAMF8	SLAMF8-202	SLAM family member 8 [Source:HGNC Symbol;Acc:HGNC:21391]	protein_coding
ENSNVIG00000000176				protein_coding
ENSNVIG00000000177	OR10V1	OR10V1-201	olfactory receptor family 10 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:15136]	protein_coding
ENSNVIG00000000178	CUL4A	CUL4A-201	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]	protein_coding
ENSNVIG00000000179	MED10	MED10-201	mediator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:28760]	protein_coding
ENSNVIG00000000180	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000181				protein_coding
ENSNVIG00000000182				protein_coding
ENSNVIG00000000184	PCID2	PCID2-201	PCI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25653]	protein_coding
ENSNVIG00000000185	ZNF740	ZNF740-201	zinc finger protein 740 [Source:HGNC Symbol;Acc:HGNC:27465]	protein_coding
ENSNVIG00000000186	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000000187	OR6M1	OR6M1-201	olfactory receptor family 6 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:14711]	protein_coding
ENSNVIG00000000188	FAM81A	FAM81A-201	family with sequence similarity 81 member A [Source:HGNC Symbol;Acc:HGNC:28379]	protein_coding
ENSNVIG00000000188	FAM81A	FAM81A-202	family with sequence similarity 81 member A [Source:HGNC Symbol;Acc:HGNC:28379]	protein_coding
ENSNVIG00000000189	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000190				pseudogene
ENSNVIG00000000191	SIM1	SIM1-201	SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]	protein_coding
ENSNVIG00000000192	OR6X1	OR6X1-201	olfactory receptor family 6 subfamily X member 1 [Source:HGNC Symbol;Acc:HGNC:14737]	protein_coding
ENSNVIG00000000193				protein_coding
ENSNVIG00000000194	NSD2	NSD2-201	nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766]	protein_coding
ENSNVIG00000000194	NSD2	NSD2-202	nuclear receptor binding SET domain protein 2 [Source:HGNC Symbol;Acc:HGNC:12766]	protein_coding
ENSNVIG00000000195	PHKA2	PHKA2-201	phosphorylase kinase regulatory subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8926]	protein_coding
ENSNVIG00000000195	PHKA2	PHKA2-202	phosphorylase kinase regulatory subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8926]	protein_coding
ENSNVIG00000000195	PHKA2	PHKA2-203	phosphorylase kinase regulatory subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8926]	protein_coding
ENSNVIG00000000195	PHKA2	PHKA2-204	phosphorylase kinase regulatory subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8926]	protein_coding
ENSNVIG00000000196	RBFOX1	RBFOX1-201	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	protein_coding
ENSNVIG00000000196	RBFOX1	RBFOX1-202	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	protein_coding
ENSNVIG00000000196	RBFOX1	RBFOX1-203	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	protein_coding
ENSNVIG00000000196	RBFOX1	RBFOX1-204	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	protein_coding
ENSNVIG00000000196	RBFOX1	RBFOX1-205	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	protein_coding
ENSNVIG00000000196	RBFOX1	RBFOX1-206	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	protein_coding
ENSNVIG00000000196	RBFOX1	RBFOX1-207	RNA binding fox-1 homolog 1 [Source:HGNC Symbol;Acc:HGNC:18222]	protein_coding
ENSNVIG00000000197	C16orf92	C16orf92-201	chromosome 16 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:26346]	protein_coding
ENSNVIG00000000198				lncRNA
ENSNVIG00000000198				lncRNA
ENSNVIG00000000199	ZNF202	ZNF202-201	zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994]	protein_coding
ENSNVIG00000000199	ZNF202	ZNF202-202	zinc finger protein 202 [Source:HGNC Symbol;Acc:HGNC:12994]	protein_coding
ENSNVIG00000000200	IGSF3	IGSF3-201	immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950]	protein_coding
ENSNVIG00000000201	ITGB7	ITGB7-201	integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]	protein_coding
ENSNVIG00000000201	ITGB7	ITGB7-202	integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]	protein_coding
ENSNVIG00000000202	PATL1	PATL1-201	"PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]"	protein_coding
ENSNVIG00000000203	FITM1	FITM1-201	fat storage inducing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:33714]	protein_coding
ENSNVIG00000000204	FAM71F1	FAM71F1-201	family with sequence similarity 71 member F1 [Source:HGNC Symbol;Acc:HGNC:30704]	protein_coding
ENSNVIG00000000205	VSIG8	VSIG8-201	V-set and immunoglobulin domain containing 8 [Source:HGNC Symbol;Acc:HGNC:32063]	protein_coding
ENSNVIG00000000206	MCHR2	MCHR2-201	melanin concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]	protein_coding
ENSNVIG00000000207				protein_coding
ENSNVIG00000000208				protein_coding
ENSNVIG00000000209	TRAIP	TRAIP-201	TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]	protein_coding
ENSNVIG00000000209	TRAIP	TRAIP-202	TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]	protein_coding
ENSNVIG00000000210	PSME1	PSME1-201	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]	protein_coding
ENSNVIG00000000210	PSME1	PSME1-202	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]	protein_coding
ENSNVIG00000000211				miRNA
ENSNVIG00000000212	TLCD3B	TLCD3B-201	TLC domain containing 3B [Source:HGNC Symbol;Acc:HGNC:25295]	protein_coding
ENSNVIG00000000213				protein_coding
ENSNVIG00000000214	CD2	CD2-201	CD2 molecule [Source:HGNC Symbol;Acc:HGNC:1639]	protein_coding
ENSNVIG00000000216	CCSER1	CCSER1-201	coiled-coil serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:29349]	protein_coding
ENSNVIG00000000217				protein_coding
ENSNVIG00000000218	PRPF39	PRPF39-201	pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314]	protein_coding
ENSNVIG00000000218	PRPF39	PRPF39-202	pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314]	protein_coding
ENSNVIG00000000218	PRPF39	PRPF39-203	pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:HGNC:20314]	protein_coding
ENSNVIG00000000219				miRNA
ENSNVIG00000000220	CFAP45	CFAP45-201	cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229]	protein_coding
ENSNVIG00000000221	EPHA4	EPHA4-201	EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]	protein_coding
ENSNVIG00000000222	ARHGAP18	ARHGAP18-201	Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]	protein_coding
ENSNVIG00000000222	ARHGAP18	ARHGAP18-202	Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]	protein_coding
ENSNVIG00000000223	B3GLCT	B3GLCT-201	beta 3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20207]	protein_coding
ENSNVIG00000000223	B3GLCT	B3GLCT-202	beta 3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20207]	protein_coding
ENSNVIG00000000224	PRDM13	PRDM13-201	PR/SET domain 13 [Source:HGNC Symbol;Acc:HGNC:13998]	protein_coding
ENSNVIG00000000225	MYO1E	MYO1E-201	myosin IE [Source:HGNC Symbol;Acc:HGNC:7599]	protein_coding
ENSNVIG00000000226	OSBP	OSBP-201	oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]	protein_coding
ENSNVIG00000000227				protein_coding
ENSNVIG00000000228	AP4M1	AP4M1-201	adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574]	protein_coding
ENSNVIG00000000228	AP4M1	AP4M1-202	adaptor related protein complex 4 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:574]	protein_coding
ENSNVIG00000000229	FAM71F2	FAM71F2-201	family with sequence similarity 71 member F2 [Source:HGNC Symbol;Acc:HGNC:27998]	protein_coding
ENSNVIG00000000230	PTGFRN	PTGFRN-201	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	protein_coding
ENSNVIG00000000231	POC1B	POC1B-201	POC1 centriolar protein B [Source:HGNC Symbol;Acc:HGNC:30836]	protein_coding
ENSNVIG00000000232				protein_coding
ENSNVIG00000000233	BPTF	BPTF-201	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-202	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-203	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-204	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-205	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-206	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-207	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-208	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-209	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000233	BPTF	BPTF-210	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:HGNC:3581]	protein_coding
ENSNVIG00000000234	SCN3B	SCN3B-201	sodium voltage-gated channel beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:20665]	protein_coding
ENSNVIG00000000235	CD99L2	CD99L2-201	CD99 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:18237]	protein_coding
ENSNVIG00000000235	CD99L2	CD99L2-202	CD99 molecule like 2 [Source:HGNC Symbol;Acc:HGNC:18237]	protein_coding
ENSNVIG00000000236	U1	U1-201	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	snRNA
ENSNVIG00000000237				pseudogene
ENSNVIG00000000238				protein_coding
ENSNVIG00000000239	CEPT1	CEPT1-201	choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289]	protein_coding
ENSNVIG00000000240	SERPINH1	SERPINH1-201	serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]	protein_coding
ENSNVIG00000000240	SERPINH1	SERPINH1-202	serpin family H member 1 [Source:HGNC Symbol;Acc:HGNC:1546]	protein_coding
ENSNVIG00000000241				protein_coding
ENSNVIG00000000242	CCNC	CCNC-201	cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]	protein_coding
ENSNVIG00000000242	CCNC	CCNC-202	cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]	protein_coding
ENSNVIG00000000242	CCNC	CCNC-203	cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]	protein_coding
ENSNVIG00000000244				protein_coding
ENSNVIG00000000244				protein_coding
ENSNVIG00000000245	5S_rRNA	5S_rRNA-201	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	rRNA
ENSNVIG00000000246	ENTPD1	ENTPD1-201	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	protein_coding
ENSNVIG00000000246	ENTPD1	ENTPD1-202	ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363]	protein_coding
ENSNVIG00000000247				protein_coding
ENSNVIG00000000248				protein_coding
ENSNVIG00000000249	OR4D9	OR4D9-201	olfactory receptor family 4 subfamily D member 9 [Source:HGNC Symbol;Acc:HGNC:15178]	protein_coding
ENSNVIG00000000250				protein_coding
ENSNVIG00000000251	CD101	CD101-201	CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]	protein_coding
ENSNVIG00000000252	IMPDH1	IMPDH1-201	inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]	protein_coding
ENSNVIG00000000252	IMPDH1	IMPDH1-202	inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]	protein_coding
ENSNVIG00000000253	DNAH1	DNAH1-201	dynein axonemal heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2940]	protein_coding
ENSNVIG00000000254				protein_coding
ENSNVIG00000000254				protein_coding
ENSNVIG00000000254				protein_coding
ENSNVIG00000000254				protein_coding
ENSNVIG00000000254				protein_coding
ENSNVIG00000000255				lncRNA
ENSNVIG00000000256	OR4D11	OR4D11-201	olfactory receptor family 4 subfamily D member 11 [Source:HGNC Symbol;Acc:HGNC:15174]	protein_coding
ENSNVIG00000000257	K1161	K1161-201	myogenesis regulating glycosidase (putative) [Source:HGNC Symbol;Acc:HGNC:19918]	protein_coding
ENSNVIG00000000258	IL23A	IL23A-201	interleukin 23 subunit alpha [Source:HGNC Symbol;Acc:HGNC:15488]	protein_coding
ENSNVIG00000000259	OR4D10	OR4D10-201	olfactory receptor family 4 subfamily D member 10 [Source:HGNC Symbol;Acc:HGNC:15173]	protein_coding
ENSNVIG00000000260	7SK	7SK-201	7SK RNA [Source:RFAM;Acc:RF00100]	misc_RNA
ENSNVIG00000000261	CD74	CD74-201	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	protein_coding
ENSNVIG00000000261	CD74	CD74-202	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	protein_coding
ENSNVIG00000000261	CD74	CD74-203	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	protein_coding
ENSNVIG00000000261	CD74	CD74-204	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	protein_coding
ENSNVIG00000000262				protein_coding
ENSNVIG00000000263	NUDT2	NUDT2-201	nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049]	protein_coding
ENSNVIG00000000264				protein_coding
ENSNVIG00000000265				protein_coding
ENSNVIG00000000266	RBMX2	RBMX2-201	RNA binding motif protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:24282]	protein_coding
ENSNVIG00000000267	STAT2	STAT2-201	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]	protein_coding
ENSNVIG00000000268	RXFP2	RXFP2-201	relaxin family peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:17318]	protein_coding
ENSNVIG00000000268	RXFP2	RXFP2-202	relaxin family peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:17318]	protein_coding
ENSNVIG00000000269	PAX3	PAX3-201	paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]	protein_coding
ENSNVIG00000000269	PAX3	PAX3-202	paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]	protein_coding
ENSNVIG00000000269	PAX3	PAX3-203	paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]	protein_coding
ENSNVIG00000000269	PAX3	PAX3-204	paired box 3 [Source:HGNC Symbol;Acc:HGNC:8617]	protein_coding
ENSNVIG00000000270	IGSF9	IGSF9-201	immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]	protein_coding
ENSNVIG00000000270	IGSF9	IGSF9-202	immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]	protein_coding
ENSNVIG00000000270	IGSF9	IGSF9-203	immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]	protein_coding
ENSNVIG00000000271	OR4D6	OR4D6-201	olfactory receptor family 4 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:15175]	protein_coding
ENSNVIG00000000272				protein_coding
ENSNVIG00000000272				protein_coding
ENSNVIG00000000272				protein_coding
ENSNVIG00000000272				protein_coding
ENSNVIG00000000273	LAMA2	LAMA2-201	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	protein_coding
ENSNVIG00000000273	LAMA2	LAMA2-202	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	protein_coding
ENSNVIG00000000273	LAMA2	LAMA2-203	laminin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6482]	protein_coding
ENSNVIG00000000274	C2orf88	C2orf88-201	chromosome 2 open reading frame 88 [Source:HGNC Symbol;Acc:HGNC:28191]	protein_coding
ENSNVIG00000000275	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000276	SNORD127	SNORD127-201	"small nucleolar RNA, C/D box 127 [Source:HGNC Symbol;Acc:HGNC:33555]"	snoRNA
ENSNVIG00000000278	MAP6	MAP6-201	microtubule associated protein 6 [Source:HGNC Symbol;Acc:HGNC:6868]	protein_coding
ENSNVIG00000000279	OR5A1	OR5A1-201	olfactory receptor family 5 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8319]	protein_coding
ENSNVIG00000000280			FKBP prolyl isomerase 3 [Source:HGNC Symbol;Acc:HGNC:3719]	protein_coding
ENSNVIG00000000281	DUSP6	DUSP6-201	dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]	protein_coding
ENSNVIG00000000281	DUSP6	DUSP6-202	dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]	protein_coding
ENSNVIG00000000282	GRAMD1B	GRAMD1B-201	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	protein_coding
ENSNVIG00000000282	GRAMD1B	GRAMD1B-202	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	protein_coding
ENSNVIG00000000282	GRAMD1B	GRAMD1B-203	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	protein_coding
ENSNVIG00000000282	GRAMD1B	GRAMD1B-204	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	protein_coding
ENSNVIG00000000282	GRAMD1B	GRAMD1B-205	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	protein_coding
ENSNVIG00000000283	CCNB2	CCNB2-201	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	protein_coding
ENSNVIG00000000283	CCNB2	CCNB2-202	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	protein_coding
ENSNVIG00000000283	CCNB2	CCNB2-203	cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]	protein_coding
ENSNVIG00000000284	UT1	UT1-201	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	protein_coding
ENSNVIG00000000284	UT1	UT1-202	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	protein_coding
ENSNVIG00000000284	UT1	UT1-203	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	protein_coding
ENSNVIG00000000284	UT1	UT1-204	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	protein_coding
ENSNVIG00000000285	DENND2D	DENND2D-201	DENN domain containing 2D [Source:HGNC Symbol;Acc:HGNC:26192]	protein_coding
ENSNVIG00000000286	U6	U6-201	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	snRNA
ENSNVIG00000000287	GPR50	GPR50-201	G protein-coupled receptor 50 [Source:HGNC Symbol;Acc:HGNC:4506]	protein_coding
ENSNVIG00000000288	MSTN	MSTN-201	myostatin [Source:HGNC Symbol;Acc:HGNC:4223]	protein_coding
ENSNVIG00000000289	KIF24	KIF24-201	kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]	protein_coding
ENSNVIG00000000289	KIF24	KIF24-202	kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]	protein_coding
ENSNVIG00000000289	KIF24	KIF24-203	kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]	protein_coding
ENSNVIG00000000290	OR5A2	OR5A2-201	olfactory receptor family 5 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:15249]	protein_coding
ENSNVIG00000000291	CAMKV	CAMKV-201	CaM kinase like vesicle associated [Source:HGNC Symbol;Acc:HGNC:28788]	protein_coding
ENSNVIG00000000291	CAMKV	CAMKV-202	CaM kinase like vesicle associated [Source:HGNC Symbol;Acc:HGNC:28788]	protein_coding
ENSNVIG00000000291	CAMKV	CAMKV-203	CaM kinase like vesicle associated [Source:HGNC Symbol;Acc:HGNC:28788]	protein_coding
